"ID","Ref No","Methods","Scale","Crop","Country","Site(location)","Region","latitude","longitude","Current Average Temperature (dC)_area_weighted","Current Average Temperature_point_coordinate (dC)","Current Annual Precipitation (mm) _area_weighted","Current Annual Precipitation  (mm) _point_coordinate","Future_Mid-point","Baseline_Mid-point","Time slice","Climate scenario","Scenario source","Local delta T","Local delta T from 2005","Annual Precipitation change each study  (mm)","Annual Precipitation change  from 2005 (mm)","Global delta T from pre-industrial period","Global delta T from 2005","Projected yield (t/ha)","Climate impacts (%)","Climate impacts relative to 2005","Climate impacts per dC (%)","Climate impacts per decade (%)","CO2","CO2 ppm","Fertiliser","Irrigation","Cultivar","Soil organic matter management","Planting time","Tillage","Others","Adaptation","Adaptation type","Reference","doi","Publication year","Note1 
(* = corrected by HW)","Note2 
(* = Local temperature is  estimated )","Note3 
(* = Local delta Pr is  estimated )","Note4 
(* = Global temperature is  estimated )","Seasonal Precipitation change (mm) each study (local baseperiod)","Base precipitation (annual) (mm) (local base period)","Annual Preciptation change (%) (relative to local base)","Base precipitation (seasonal) (mm) (local base period)"
7006,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Sabzevar","Asia",36.12,57.43,15.40773296,15.40773296,188.7673026,188.7673026,2080,1975,"EC","RCP4.5","CMIP5",NA,2.22898115728242,-65.6864,-46.9188571428571,2.4,1.61,NA,-43.2606,-30.9004285714286,-13.8630281689337,-4.12005714285714,"Yes",531.13797,"No","Yes","No","No","No","No","No","Yes","Irrigation","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,193,NA,NA
7007,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Sabzevar","Asia",36.12,57.43,15.40773296,15.40773296,188.7673026,188.7673026,2020,1975,"NF","RCP8.5","CMIP5",NA,0.986142783339427,-55.8825,-18.6275,1.5,0.71,NA,-14.3725,-4.79083333333333,-4.85815382343506,-3.19388888888889,"Yes",415.78022,"No","Yes","No","No","No","No","No","Yes","Irrigation","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,193,NA,NA
7008,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Sabzevar","Asia",36.12,57.43,15.40773296,15.40773296,188.7673026,188.7673026,2050,1975,"MC","RCP8.5","CMIP5",NA,2.37442822297222,-63.7257,-38.23542,2.72,1.93,NA,-32.2131,-19.32786,-8.14000600776473,-4.29508,"Yes",540.54279,"No","Yes","No","No","No","No","No","Yes","Irrigation","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,193,NA,NA
7009,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Sabzevar","Asia",36.12,57.43,15.40773296,15.40773296,188.7673026,188.7673026,2080,1975,"EC","RCP8.5","CMIP5",NA,4.29112311303537,-76.961,-54.9721428571428,4.23,3.44,NA,-46.9432,-33.5308571428571,-7.81400492588961,-4.47078095238095,"Yes",758.1823,"No","Yes","No","No","No","No","No","Yes","Irrigation","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,193,NA,NA
7010,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Torba-h","Asia",35.16,59.13,15.36369514,15.36369514,221.0508377,221.0508377,2020,1975,"NF","RCP4.5","CMIP5",NA,0.803368692512468,3.5527136788005e-15,1.1842378929335e-15,1.44,0.65,NA,-9.55354,-3.18451333333333,-3.9639500057863,-2.12300888888889,"Yes",411.12868,"No","Yes","No","No","No","No","No","Yes","Irrigation","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,245,NA,NA
7011,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Torba-h","Asia",35.16,59.13,15.36369514,15.36369514,221.0508377,221.0508377,2050,1975,"MC","RCP4.5","CMIP5",NA,1.6783037961238,-14.4,-8.64,2.07,1.28,NA,-25.2576,-15.15456,-9.02968820960834,-3.36768,"Yes",486.53532,"No","Yes","No","No","No","No","No","Yes","Irrigation","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,245,NA,NA
7012,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Torba-h","Asia",35.16,59.13,15.36369514,15.36369514,221.0508377,221.0508377,2080,1975,"EC","RCP4.5","CMIP5",NA,2.19140180461984,-30.4,-21.7142857142857,2.4,1.61,NA,-34.9984,-24.9988571428571,-11.4077012669039,-3.33318095238095,"Yes",531.13797,"No","Yes","No","No","No","No","No","Yes","Irrigation","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,245,NA,NA
7013,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Torba-h","Asia",35.16,59.13,15.36369514,15.36369514,221.0508377,221.0508377,2020,1975,"NF","RCP8.5","CMIP5",NA,0.910594855898614,29.6,9.86666666666666,1.5,0.71,NA,-14.3303,-4.77676666666667,-5.24576504657798,-3.18451111111111,"Yes",415.78022,"No","Yes","No","No","No","No","No","Yes","Irrigation","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,245,NA,NA
7014,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Torba-h","Asia",35.16,59.13,15.36369514,15.36369514,221.0508377,221.0508377,2050,1975,"MC","RCP8.5","CMIP5",NA,2.34848527488522,9.60000000000001,5.76,2.72,1.93,NA,-28.2548,-16.95288,-7.2186443667732,-3.76730666666667,"Yes",540.54279,"No","Yes","No","No","No","No","No","Yes","Irrigation","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,245,NA,NA
7015,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Torba-h","Asia",35.16,59.13,15.36369514,15.36369514,221.0508377,221.0508377,2080,1975,"EC","RCP8.5","CMIP5",NA,4.30489971895127,-28.8,-20.5714285714286,4.23,3.44,NA,-40.3684,-28.8345714285714,-6.69808202538012,-3.84460952380952,"Yes",758.1823,"No","Yes","No","No","No","No","No","Yes","Irrigation","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,245,NA,NA
7016,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Mashhad","Asia",36.16,59.38,11.84685707,11.84685707,277.6607833,277.6607833,2020,1975,"NF","RCP4.5","CMIP5",NA,0.856117870652652,-8.7568,-2.91893333333333,1.44,0.65,NA,-22.3054,-7.43513333333333,-8.68470754811512,-4.95675555555556,"Yes",411.12868,"No","No","No","No","No","No","No","No","No","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,256,NA,NA
7017,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Mashhad","Asia",36.16,59.38,11.84685707,11.84685707,277.6607833,277.6607833,2050,1975,"MC","RCP4.5","CMIP5",NA,1.68294902850009,-26.2703,-15.76218,2.07,1.28,NA,-36.5269,-21.91614,-13.0224621357264,-4.87025333333333,"Yes",486.53532,"No","No","No","No","No","No","No","No","No","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,256,NA,NA
7018,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Mashhad","Asia",36.16,59.38,11.84685707,11.84685707,277.6607833,277.6607833,2080,1975,"EC","RCP4.5","CMIP5",NA,2.23937452908518,-53.5136,-38.224,2.4,1.61,NA,-55.988,-39.9914285714286,-17.8583028662766,-5.33219047619048,"Yes",531.13797,"No","No","No","No","No","No","No","No","No","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,256,NA,NA
7019,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Mashhad","Asia",36.16,59.38,11.84685707,11.84685707,277.6607833,277.6607833,2020,1975,"NF","RCP8.5","CMIP5",NA,0.984995476132219,-30.1622,-10.0540666666667,1.5,0.71,NA,-26.3473,-8.78243333333333,-8.91621692296426,-5.85495555555556,"Yes",415.78022,"No","No","No","No","No","No","No","No","No","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,256,NA,NA
7020,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Mashhad","Asia",36.16,59.38,11.84685707,11.84685707,277.6607833,277.6607833,2050,1975,"MC","RCP8.5","CMIP5",NA,2.37947231289851,-37.946,-22.7676,2.72,1.93,NA,-42.8144,-25.68864,-10.7959398647963,-5.70858666666667,"Yes",540.54279,"No","No","No","No","No","No","No","No","No","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,256,NA,NA
7021,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Mashhad","Asia",36.16,59.38,11.84685707,11.84685707,277.6607833,277.6607833,2080,1975,"EC","RCP8.5","CMIP5",NA,4.29112311303537,-59.3514,-42.3938571428571,4.23,3.44,NA,-60.3293,-43.0923571428571,-10.0422094653852,-5.74564761904762,"Yes",758.1823,"No","No","No","No","No","No","No","No","No","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,256,NA,NA
7022,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Sabzevar","Asia",36.12,57.43,15.40773296,15.40773296,188.7673026,188.7673026,2020,1975,"NF","RCP4.5","CMIP5",NA,0.857265177859859,-36.7648,-12.2549333333333,1.44,0.65,NA,-27.6923,-9.23076666666667,-10.7676911474592,-6.15384444444444,"Yes",411.12868,"No","No","No","No","No","No","No","No","No","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,193,NA,NA
7023,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Sabzevar","Asia",36.12,57.43,15.40773296,15.40773296,188.7673026,188.7673026,2050,1975,"MC","RCP4.5","CMIP5",NA,1.67983242216566,-48.0393,-28.82358,2.07,1.28,NA,-47.5214,-28.51284,-16.9736216683096,-6.33618666666667,"Yes",486.53532,"No","No","No","No","No","No","No","No","No","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,193,NA,NA
7024,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Sabzevar","Asia",36.12,57.43,15.40773296,15.40773296,188.7673026,188.7673026,2080,1975,"EC","RCP4.5","CMIP5",NA,2.22898115728242,-65.6864,-46.9188571428571,2.4,1.61,NA,-54.5299,-38.9499285714286,-17.474319351769,-5.19332380952381,"Yes",531.13797,"No","No","No","No","No","No","No","No","No","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,193,NA,NA
7025,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Sabzevar","Asia",36.12,57.43,15.40773296,15.40773296,188.7673026,188.7673026,2020,1975,"NF","RCP8.5","CMIP5",NA,0.986142783339427,-55.8825,-18.6275,1.5,0.71,NA,-34.0171,-11.3390333333333,-11.4983687199285,-7.55935555555556,"Yes",415.78022,"No","No","No","No","No","No","No","No","No","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,193,NA,NA
7026,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Sabzevar","Asia",36.12,57.43,15.40773296,15.40773296,188.7673026,188.7673026,2050,1975,"MC","RCP8.5","CMIP5",NA,2.37442822297222,-63.7257,-38.23542,2.72,1.93,NA,-54.0171,-32.41026,-13.649711406913,-7.20228,"Yes",540.54279,"No","No","No","No","No","No","No","No","No","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,193,NA,NA
7027,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Sabzevar","Asia",36.12,57.43,15.40773296,15.40773296,188.7673026,188.7673026,2080,1975,"EC","RCP8.5","CMIP5",NA,4.29112311303537,-76.961,-54.9721428571428,4.23,3.44,NA,-62.2222,-44.4444285714286,-10.3572951417817,-5.92592380952381,"Yes",758.1823,"No","No","No","No","No","No","No","No","No","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,193,NA,NA
7028,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Torba-h","Asia",35.16,59.13,15.36369514,15.36369514,221.0508377,221.0508377,2020,1975,"NF","RCP4.5","CMIP5",NA,0.803368692512468,3.5527136788005e-15,1.1842378929335e-15,1.44,0.65,NA,-25.4457,-8.4819,-10.5579170299425,-5.6546,"Yes",411.12868,"No","No","No","No","No","No","No","No","No","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,245,NA,NA
7029,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Torba-h","Asia",35.16,59.13,15.36369514,15.36369514,221.0508377,221.0508377,2050,1975,"MC","RCP4.5","CMIP5",NA,1.6783037961238,-14.4,-8.64,2.07,1.28,NA,-43.5981,-26.15886,-15.5864868210489,-5.81308,"Yes",486.53532,"No","No","No","No","No","No","No","No","No","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,245,NA,NA
7030,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Torba-h","Asia",35.16,59.13,15.36369514,15.36369514,221.0508377,221.0508377,2080,1975,"EC","RCP4.5","CMIP5",NA,2.19140180461984,-30.4,-21.7142857142857,2.4,1.61,NA,-58.671,-41.9078571428571,-19.1237668302127,-5.58771428571429,"Yes",531.13797,"No","No","No","No","No","No","No","No","No","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,245,NA,NA
7031,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Torba-h","Asia",35.16,59.13,15.36369514,15.36369514,221.0508377,221.0508377,2020,1975,"NF","RCP8.5","CMIP5",NA,0.910594855898614,29.6,9.86666666666666,1.5,0.71,NA,-29.8217,-9.94056666666667,-10.916563609243,-6.62704444444444,"Yes",415.78022,"No","No","No","No","No","No","No","No","No","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,245,NA,NA
7032,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Torba-h","Asia",35.16,59.13,15.36369514,15.36369514,221.0508377,221.0508377,2050,1975,"MC","RCP8.5","CMIP5",NA,2.34848527488522,9.60000000000001,5.76,2.72,1.93,NA,-51.3776,-30.82656,-13.1261457457963,-6.85034666666667,"Yes",540.54279,"No","No","No","No","No","No","No","No","No","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,245,NA,NA
7033,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Torba-h","Asia",35.16,59.13,15.36369514,15.36369514,221.0508377,221.0508377,2080,1975,"EC","RCP8.5","CMIP5",NA,4.30489971895127,-28.8,-20.5714285714286,4.23,3.44,NA,-64.1815,-45.8439285714286,-10.6492442482718,-6.11252380952381,"Yes",758.1823,"No","No","No","No","No","No","No","No","No","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,245,NA,NA
7034,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Mashhad","Asia",36.16,59.38,11.84685707,11.84685707,277.6607833,277.6607833,2020,1975,"NF","RCP4.5","CMIP5",NA,0.856117870652652,-8.7568,-2.91893333333333,1.44,0.65,NA,-4.57801,-1.52600333333333,-1.78246872965051,-1.01733555555556,"Yes",411.12868,"No","Yes","No","No","Yes","No","No","Yes","Combined","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,256,NA,NA
7035,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Mashhad","Asia",36.16,59.38,11.84685707,11.84685707,277.6607833,277.6607833,2050,1975,"MC","RCP4.5","CMIP5",NA,1.68294902850009,-26.2703,-15.76218,2.07,1.28,NA,-11.3983,-6.83898,-4.06368813563841,-1.51977333333333,"Yes",486.53532,"No","Yes","No","No","Yes","No","No","Yes","Combined","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,256,NA,NA
7036,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Mashhad","Asia",36.16,59.38,11.84685707,11.84685707,277.6607833,277.6607833,2080,1975,"EC","RCP4.5","CMIP5",NA,2.23937452908518,-53.5136,-38.224,2.4,1.61,NA,-22.4852,-16.0608571428571,-7.17202814190186,-2.14144761904762,"Yes",531.13797,"No","Yes","No","No","Yes","No","No","Yes","Combined","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,256,NA,NA
7037,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Mashhad","Asia",36.16,59.38,11.84685707,11.84685707,277.6607833,277.6607833,2020,1975,"NF","RCP8.5","CMIP5",NA,0.984995476132219,-30.1622,-10.0540666666667,1.5,0.71,NA,-8.65774,-2.88591333333333,-2.92987470832399,-1.92394222222222,"Yes",415.78022,"No","Yes","No","No","Yes","No","No","Yes","Combined","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,256,NA,NA
7038,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Mashhad","Asia",36.16,59.38,11.84685707,11.84685707,277.6607833,277.6607833,2050,1975,"MC","RCP8.5","CMIP5",NA,2.37947231289851,-37.946,-22.7676,2.72,1.93,NA,-13.1112,-7.86672,-3.30607755230289,-1.74816,"Yes",540.54279,"No","Yes","No","No","Yes","No","No","Yes","Combined","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,256,NA,NA
7039,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Mashhad","Asia",36.16,59.38,11.84685707,11.84685707,277.6607833,277.6607833,2080,1975,"EC","RCP8.5","CMIP5",NA,4.29112311303537,-59.3514,-42.3938571428571,4.23,3.44,NA,-26.2846,-18.7747142857143,-4.37524484643224,-2.50329523809524,"Yes",758.1823,"No","Yes","No","No","Yes","No","No","Yes","Combined","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,256,NA,NA
7040,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Sabzevar","Asia",36.12,57.43,15.40773296,15.40773296,188.7673026,188.7673026,2020,1975,"NF","RCP4.5","CMIP5",NA,0.857265177859859,-36.7648,-12.2549333333333,1.44,0.65,NA,-5.68466,-1.89488666666667,-2.21038567249075,-1.26325777777778,"Yes",411.12868,"No","Yes","No","No","Yes","No","No","Yes","Combined","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,193,NA,NA
7041,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Sabzevar","Asia",36.12,57.43,15.40773296,15.40773296,188.7673026,188.7673026,2050,1975,"MC","RCP4.5","CMIP5",NA,1.67983242216566,-48.0393,-28.82358,2.07,1.28,NA,-21.0583,-12.63498,-7.52157169565214,-2.80777333333333,"Yes",486.53532,"No","Yes","No","No","Yes","No","No","Yes","Combined","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,193,NA,NA
7042,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Sabzevar","Asia",36.12,57.43,15.40773296,15.40773296,188.7673026,188.7673026,2080,1975,"EC","RCP4.5","CMIP5",NA,2.22898115728242,-65.6864,-46.9188571428571,2.4,1.61,NA,-34.7873,-24.8480714285714,-11.1477261022997,-3.31307619047619,"Yes",531.13797,"No","Yes","No","No","Yes","No","No","Yes","Combined","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,193,NA,NA
7043,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Sabzevar","Asia",36.12,57.43,15.40773296,15.40773296,188.7673026,188.7673026,2020,1975,"NF","RCP8.5","CMIP5",NA,0.986142783339427,-55.8825,-18.6275,1.5,0.71,NA,-9.36718,-3.12239333333333,-3.16626900899666,-2.08159555555556,"Yes",415.78022,"No","Yes","No","No","Yes","No","No","Yes","Combined","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,193,NA,NA
7044,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Sabzevar","Asia",36.12,57.43,15.40773296,15.40773296,188.7673026,188.7673026,2050,1975,"MC","RCP8.5","CMIP5",NA,2.37442822297222,-63.7257,-38.23542,2.72,1.93,NA,-23.9185,-14.3511,-6.04402350896749,-3.18913333333333,"Yes",540.54279,"No","Yes","No","No","Yes","No","No","Yes","Combined","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,193,NA,NA
7045,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Sabzevar","Asia",36.12,57.43,15.40773296,15.40773296,188.7673026,188.7673026,2080,1975,"EC","RCP8.5","CMIP5",NA,4.29112311303537,-76.961,-54.9721428571428,4.23,3.44,NA,-39.0776,-27.9125714285714,-6.50472398328073,-3.72167619047619,"Yes",758.1823,"No","Yes","No","No","Yes","No","No","Yes","Combined","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,193,NA,NA
7046,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Torba-h","Asia",35.16,59.13,15.36369514,15.36369514,221.0508377,221.0508377,2020,1975,"NF","RCP4.5","CMIP5",NA,0.803368692512468,3.5527136788005e-15,1.1842378929335e-15,1.44,0.65,NA,-5.05776,-1.68592,-2.09856323219097,-1.12394666666667,"Yes",411.12868,"No","Yes","No","No","Yes","No","No","Yes","Combined","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,245,NA,NA
7047,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Torba-h","Asia",35.16,59.13,15.36369514,15.36369514,221.0508377,221.0508377,2050,1975,"MC","RCP4.5","CMIP5",NA,1.6783037961238,-14.4,-8.64,2.07,1.28,NA,-18.8261,-11.29566,-6.73040246115655,-2.51014666666667,"Yes",486.53532,"No","Yes","No","No","Yes","No","No","Yes","Combined","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,245,NA,NA
7048,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Torba-h","Asia",35.16,59.13,15.36369514,15.36369514,221.0508377,221.0508377,2080,1975,"EC","RCP4.5","CMIP5",NA,2.19140180461984,-30.4,-21.7142857142857,2.4,1.61,NA,-29.566,-21.1185714285714,-9.63701471088048,-2.81580952380952,"Yes",531.13797,"No","Yes","No","No","Yes","No","No","Yes","Combined","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,245,NA,NA
7049,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Torba-h","Asia",35.16,59.13,15.36369514,15.36369514,221.0508377,221.0508377,2020,1975,"NF","RCP8.5","CMIP5",NA,0.910594855898614,29.6,9.86666666666666,1.5,0.71,NA,-10.2716,-3.42386666666667,-3.76003295481814,-2.28257777777778,"Yes",415.78022,"No","Yes","No","No","Yes","No","No","Yes","Combined","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,245,NA,NA
7050,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Torba-h","Asia",35.16,59.13,15.36369514,15.36369514,221.0508377,221.0508377,2050,1975,"MC","RCP8.5","CMIP5",NA,2.34848527488522,9.60000000000001,5.76,2.72,1.93,NA,-22.4789,-13.48734,-5.7429953443754,-2.99718666666667,"Yes",540.54279,"No","Yes","No","No","Yes","No","No","Yes","Combined","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,245,NA,NA
7051,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Torba-h","Asia",35.16,59.13,15.36369514,15.36369514,221.0508377,221.0508377,2080,1975,"EC","RCP8.5","CMIP5",NA,4.30489971895127,-28.8,-20.5714285714286,4.23,3.44,NA,-33.2501,-23.7500714285714,-5.51698598785415,-3.16667619047619,"Yes",758.1823,"No","Yes","No","No","Yes","No","No","Yes","Combined","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,245,NA,NA
7052,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Mashhad","Asia",36.16,59.38,11.84685707,11.84685707,277.6607833,277.6607833,2020,1975,"NF","RCP4.5","CMIP5",NA,0.856117870652652,-8.7568,-2.91893333333333,1.44,0.65,NA,-11.5269,-3.8423,-4.48805022265318,-2.56153333333333,"Yes",411.12868,"No","No","No","No","Yes","No","No","Yes","Planting date","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,256,NA,NA
7053,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Mashhad","Asia",36.16,59.38,11.84685707,11.84685707,277.6607833,277.6607833,2050,1975,"MC","RCP4.5","CMIP5",NA,1.68294902850009,-26.2703,-15.76218,2.07,1.28,NA,-23.503,-14.1018,-8.37921990576748,-3.13373333333333,"Yes",486.53532,"No","No","No","No","Yes","No","No","Yes","Planting date","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,256,NA,NA
7054,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Mashhad","Asia",36.16,59.38,11.84685707,11.84685707,277.6607833,277.6607833,2080,1975,"EC","RCP4.5","CMIP5",NA,2.23937452908518,-53.5136,-38.224,2.4,1.61,NA,-33.8323,-24.1659285714286,-10.7913742241682,-3.22212380952381,"Yes",531.13797,"No","No","No","No","Yes","No","No","Yes","Planting date","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,256,NA,NA
7055,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Mashhad","Asia",36.16,59.38,11.84685707,11.84685707,277.6607833,277.6607833,2020,1975,"NF","RCP8.5","CMIP5",NA,0.984995476132219,-30.1622,-10.0540666666667,1.5,0.71,NA,-19.1617,-6.38723333333333,-6.48453062791118,-4.25815555555556,"Yes",415.78022,"No","No","No","No","Yes","No","No","Yes","Planting date","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,256,NA,NA
7056,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Mashhad","Asia",36.16,59.38,11.84685707,11.84685707,277.6607833,277.6607833,2050,1975,"MC","RCP8.5","CMIP5",NA,2.37947231289851,-37.946,-22.7676,2.72,1.93,NA,-29.491,-17.6946,-7.43635465060135,-3.93213333333333,"Yes",540.54279,"No","No","No","No","Yes","No","No","Yes","Planting date","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,256,NA,NA
7057,170,"SCOPUS-NewSearch","Regional (Site-based)","Wheat","Iran","Mashhad","Asia",36.16,59.38,11.84685707,11.84685707,277.6607833,277.6607833,2080,1975,"EC","RCP8.5","CMIP5",NA,4.29112311303537,-59.3514,-42.3938571428571,4.23,3.44,NA,-36.5269,-26.0906428571429,-6.08014316296028,-3.47875238095238,"Yes",758.1823,"No","No","No","No","Yes","No","No","Yes","Planting date","Paymard et al., 2018","10.1007/s11069-018-3180-8",2018,NA,"*",NA,NA,NA,256,NA,NA
